epoch,split,total_loss,task_loss_pathmnist,pathmnist_accuracy,pathmnist_f1_macro,pathmnist_loss,avg_f1_macro
24,train,0.49840801020293496,0.498410341831354,0.9955929487179487,0.9955990822140627,0.498410341831354,0.9955990822140627
24,val,0.5043433248996735,0.5043250113725662,0.9931027588964414,0.9931044853937584,0.5043250113725662,0.9931044853937584
25,train,0.49738031506878017,0.4973867427759361,0.9960492343304843,0.9960501383745254,0.4973867427759361,0.9960501383745254
25,val,0.49799278751015663,0.4979965426027775,0.9948020791683326,0.9947286229591248,0.4979965426027775,0.9947286229591248
26,train,0.4967193049922628,0.49672983480654553,0.9964164886039886,0.9964191513237635,0.49672983480654553,0.9964191513237635
26,val,0.49150292947888374,0.4915475197136402,0.9977009196321471,0.9976004487828641,0.4915475197136402,0.9976004487828641
27,train,0.49682314952893813,0.4968330526453817,0.9961048789173789,0.9961018999999962,0.4968330526453817,0.9961018999999962
27,val,0.4971657685935497,0.49717339426279067,0.9955017992802879,0.9954816473961992,0.49717339426279067,0.9954816473961992
28,train,0.4953217439332239,0.4953427398816133,0.9969061609686609,0.9969025699146283,0.4953427398816133,0.9969025699146283
28,val,0.5285429619252682,0.528269425034523,0.9830067972810875,0.9840173570277805,0.528269425034523,0.9840173570277805
29,train,0.4966439536833695,0.4966545194981784,0.9964721331908832,0.9964721175838602,0.4966545194981784,0.9964721175838602
29,val,0.4959856055676937,0.49600140526890757,0.9955017992802879,0.9954150141331761,0.49600140526890757,0.9954150141331761
30,train,0.4956072171529134,0.4956261277878047,0.9967948717948718,0.9967955398725655,0.4956261277878047,0.9967955398725655
30,val,0.49733368679881096,0.49733817055821417,0.9954018392642943,0.9953534023594811,0.49733817055821417,0.9953534023594811
31,train,0.49687985392377587,0.4968888564327164,0.99609375,0.9960965112865579,0.4968888564327164,0.9960965112865579
31,val,0.4975574493408203,0.49756229668855667,0.9951019592163135,0.9949539696002717,0.49756229668855667,0.9949539696002717
32,train,0.49466825618363514,0.4946953818159565,0.9970285790598291,0.997025589840884,0.4946953818159565,0.997025589840884
32,val,0.5015627697110177,0.5015222303569317,0.9943022790883647,0.9942084667173611,0.5015222303569317,0.9942084667173611
33,train,0.49495964181049595,0.4949848597545569,0.9968171296296297,0.9968113083591421,0.4949848597545569,0.9968113083591421
33,val,0.49445595145225524,0.49448639899492264,0.9963014794082367,0.9963290294330981,0.49448639899492264,0.9963290294330981
34,train,0.4931659990566069,0.4932112438216848,0.9975405092592593,0.9975417035429199,0.4932112438216848,0.9975417035429199
34,val,0.4937089435756207,0.4937483608722687,0.9968012794882047,0.996763722000725,0.4937483608722687,0.996763722000725
35,train,0.4947474080103415,0.4947745138593549,0.9968060007122507,0.9968045066336533,0.4947745138593549,0.9968045066336533
35,val,0.49545263275504114,0.4954725280404091,0.9958016793282687,0.9957743376920202,0.4954725280404091,0.9957743376920202
36,train,0.49397868877462514,0.4940146246017554,0.997306801994302,0.9973094761360825,0.4940146246017554,0.9973094761360825
36,val,0.49468864351511,0.4947162926197052,0.9964014394242303,0.9964676977084329,0.4947162926197052,0.9964676977084329
37,train,0.4935850197093779,0.493625907476811,0.9974514779202279,0.997458814720773,0.493625907476811,0.997458814720773
37,val,0.49532461911439896,0.4953432269394398,0.9963014794082367,0.9962901329941746,0.4953432269394398,0.9962901329941746
38,train,0.4927238333768654,0.4927761822174757,0.9978521189458689,0.9978465626474186,0.4927761822174757,0.9978465626474186
38,val,0.4925446890294552,0.49259980469942094,0.997001199520192,0.996938007377123,0.49259980469942094,0.996938007377123
39,train,0.49333596467292545,0.4933799656368049,0.9972622863247863,0.9972609840281221,0.4933799656368049,0.9972609840281221
39,val,0.49232888743281367,0.49238677099347117,0.9972011195521792,0.9971754467439522,0.49238677099347117,0.9971754467439522
40,train,0.4932267828035219,0.4932724872545639,0.9973847044159544,0.9973840561074723,0.4932724872545639,0.9973840561074723
40,val,0.4923772618174553,0.4924348510801792,0.9968012794882047,0.9968505188214051,0.4924348510801792,0.9968505188214051
41,train,0.49206422884919365,0.4921265256370914,0.997985665954416,0.997985144723862,0.4921265256370914,0.997985144723862
41,val,0.4939952328801155,0.49402866661548617,0.9956017592962815,0.9955636940580183,0.49402866661548617,0.9955636940580183
42,train,0.49174062427971776,0.4918082111071997,0.9980301816239316,0.9980287313318783,0.4918082111071997,0.9980287313318783
42,val,0.49350579008460044,0.4935454063117504,0.997001199520192,0.9969124036673406,0.4935454063117504,0.9969124036673406
43,train,0.4917908795708605,0.4918577941054972,0.9980079237891738,0.9980082169309795,0.4918577941054972,0.9980082169309795
43,val,0.4937936536967754,0.4938287533819675,0.9969012395041983,0.9969266042802195,0.4938287533819675,0.9969266042802195
44,train,0.492331937337533,0.49239034487990574,0.9977074430199431,0.9977032915733837,0.49239034487990574,0.9977032915733837
44,val,0.4934534221887589,0.49349477216601373,0.9963014794082367,0.9962747997006036,0.49349477216601373,0.9962747997006036
45,train,0.4915381351597289,0.49160889045804995,0.9981637286324786,0.9981631548502884,0.49160889045804995,0.9981631548502884
45,val,0.4932786412537098,0.49332142248749733,0.9973010795681727,0.9972711871820622,0.49332142248749733,0.9972711871820622
46,train,0.4908883363602847,0.4909704877780034,0.9982193732193733,0.9982186381564839,0.4909704877780034,0.9982186381564839
46,val,0.49416553005576136,0.49419141858816146,0.9964014394242303,0.9963708620388443,0.49419141858816146,0.9963708620388443
