epoch,split,total_loss,task_loss_bloodmnist,bloodmnist_accuracy,bloodmnist_f1_macro,bloodmnist_loss,avg_f1_macro
0,train,1.6105370625205662,1.610630107962567,0.4283288043478261,0.41816607073776296,1.610630107962567,0.41816607073776296
0,val,1.3386892250605993,1.338843618120466,0.572429906542056,0.5338084132715408,1.338843618120466,0.5338084132715408
1,train,1.323996523152227,1.3242711917213772,0.5881453804347826,0.5793680381745301,1.3242711917213772,0.5793680381745301
1,val,1.152136938912528,1.1524553639548165,0.657126168224299,0.6021389370493437,1.1524553639548165,0.6021389370493437
2,train,1.2290956637133723,1.2295807807341865,0.6363790760869565,0.631471410656101,1.2295807807341865,0.631471410656101
2,val,0.9910291433334351,0.9914441789899554,0.7646028037383178,0.7332987657182612,0.9914441789899554,0.7332987657182612
3,train,1.1277813807777737,1.128445521644924,0.6989639945652174,0.6936436004927983,1.128445521644924,0.6936436004927983
3,val,0.9185402308191571,0.9190749185425895,0.804322429906542,0.7878915533804306,0.9190749185425895,0.7878915533804306
4,train,1.0779916151710178,1.0788741915122322,0.7228260869565217,0.7184610706860228,1.0788741915122322,0.7184610706860228
4,val,0.9294410858835492,0.9302142177309308,0.8008177570093458,0.7843568894630413,0.9302142177309308,0.7843568894630413
5,train,1.0185991810715718,1.0196986055892447,0.7495754076086957,0.746859285416992,1.0196986055892447,0.746859285416992
5,val,0.8404373611722674,0.8412734355245318,0.8387850467289719,0.8238524724028795,0.8412734355245318,0.8238524724028795
6,train,0.9944028452686642,0.9957990309466487,0.7613790760869565,0.759321965954598,0.9957990309466487,0.759321965954598
6,val,0.8025225400924683,0.8035012228148324,0.8691588785046729,0.8553532350245728,0.8035012228148324,0.8553532350245728
7,train,0.9712850373724232,0.9730175914971725,0.7762398097826086,0.7757529057365586,0.9730175914971725,0.7757529057365586
7,val,0.8312296952520098,0.8326050809451512,0.8434579439252337,0.8276890983047129,0.8326050809451512,0.8276890983047129
8,train,0.9417860961478689,0.9438310757927273,0.7894870923913043,0.7888947985178056,0.9438310757927273,0.7888947985178056
8,val,0.8525865759168353,0.8543993830680847,0.8288551401869159,0.8232412992393477,0.8543993830680847,0.8232412992393477
9,train,0.9160111248493195,0.9183901665003403,0.7933084239130435,0.7892186487411784,0.9183901665003403,0.7892186487411784
9,val,0.7846257090568542,0.786422141960689,0.8586448598130841,0.8418327500742999,0.786422141960689,0.8418327500742999
10,train,0.8970837917016901,0.8998602719410606,0.811141304347826,0.8074890604840872,0.8998602719410606,0.8074890604840872
10,val,0.83755076783044,0.8401437657220023,0.8235981308411215,0.8054142394618713,0.8401437657220023,0.8054142394618713
11,train,0.9224968565546948,0.9260725158712139,0.7978940217391305,0.7955186842180098,0.9260725158712139,0.7955186842180098
11,val,0.7804074287414551,0.7829837458474296,0.8656542056074766,0.8502163711109061,0.7829837458474296,0.8502163711109061
12,train,0.8880586792593417,0.8919552124064901,0.8080842391304348,0.8053952872597944,0.8919552124064901,0.8053952872597944
12,val,0.7977438058171954,0.8009884868349347,0.8463785046728972,0.8257713010731673,0.8009884868349347,0.8257713010731673
13,train,0.9185284505719724,0.9234116634596949,0.7909307065217391,0.7883141927802277,0.9234116634596949,0.7883141927802277
13,val,0.7681831036295209,0.7715268816266742,0.8691588785046729,0.8541805111435302,0.7715268816266742,0.8541805111435302
14,train,0.860009271165599,0.8648599204809769,0.8223505434782609,0.8201437615045102,0.8648599204809769,0.8201437615045102
14,val,0.7790620752743312,0.7831024612699237,0.8621495327102804,0.8468666992835261,0.7831024612699237,0.8468666992835261
15,train,0.8401892068593398,0.8454553782939911,0.8344938858695652,0.8330323291439516,0.8454553782939911,0.8330323291439516
15,val,0.6915100302015033,0.6946591138839722,0.9088785046728972,0.8958668024194899,0.6946591138839722,0.8958668024194899
16,train,0.8032107910384303,0.8085619846115941,0.8489300271739131,0.8478644999380762,0.8085619846115941,0.8478644999380762
16,val,0.6989107983452933,0.7026116592543465,0.9007009345794392,0.8876186395871821,0.7026116592543465,0.8876186395871821
17,train,0.8052377480527629,0.8112743833790654,0.8449388586956522,0.843989078707273,0.8112743833790654,0.843989078707273
17,val,0.6828998327255249,0.6866472959518433,0.9082943925233645,0.8983854091006684,0.6866472959518433,0.8983854091006684
18,train,0.7737974939138993,0.7797348784363788,0.8629415760869565,0.8607511133114474,0.7797348784363788,0.8607511133114474
18,val,0.6742091945239476,0.6781206982476371,0.9135514018691588,0.9025417447548099,0.6781206982476371,0.9025417447548099
19,train,0.7451783846253934,0.7509763746157937,0.8734714673913043,0.8724745893620011,0.7509763746157937,0.8724745893620011
19,val,0.6399115920066833,0.6432953817503793,0.9264018691588785,0.9173282152860707,0.6432953817503793,0.9173282152860707
20,train,0.7415619337040446,0.7477535061214281,0.8782269021739131,0.8760613081256923,0.7477535061214281,0.8760613081256923
20,val,0.6630242807524545,0.6672905768666949,0.9042056074766355,0.8931014077497513,0.6672905768666949,0.8931014077497513
21,train,0.7514372856720634,0.7583542997422426,0.8712635869565217,0.8707243299030084,0.7583542997422426,0.8707243299030084
21,val,0.676534720829555,0.681512142930712,0.9007009345794392,0.8886894244727128,0.681512142930712,0.8886894244727128
22,train,0.7657787877580394,0.7736371392789094,0.8605638586956522,0.8600805632652347,0.7736371392789094,0.8600805632652347
22,val,0.6630770649228778,0.667965258870806,0.9059579439252337,0.8937860670907833,0.667965258870806,0.8937860670907833
23,train,0.7231459397336711,0.7301261088122493,0.8838315217391305,0.8837725553271574,0.7301261088122493,0.8837725553271574
23,val,0.6083633814539228,0.6117098076002938,0.9421728971962616,0.9351472928432706,0.6117098076002938,0.9351472928432706
24,train,0.7025402421536653,0.709216533795647,0.8913892663043478,0.8907326070050887,0.709216533795647,0.8907326070050887
24,val,0.6277717096464974,0.6319978152002607,0.9205607476635514,0.9149263656183915,0.6319978152002607,0.9149263656183915
25,train,0.7097539098366447,0.7170661182507224,0.8858695652173914,0.8856783472266866,0.7170661182507224,0.8856783472266866
25,val,0.6776770097868783,0.6839889202799115,0.9047897196261683,0.8954700300210208,0.6839889202799115,0.8954700300210208
26,train,0.6964896502702133,0.7036620961583179,0.8957201086956522,0.8954011276914152,0.7036620961583179,0.8954011276914152
26,val,0.6108417596135821,0.6148310814585004,0.9299065420560748,0.9234362113246799,0.6148310814585004,0.9234362113246799
27,train,0.6879005069318025,0.6950884655765865,0.8992017663043478,0.8989500070107331,0.6950884655765865,0.8989500070107331
27,val,0.6384528705051967,0.6437537755284991,0.9211448598130841,0.9114319171002991,0.6437537755284991,0.9114319171002991
28,train,0.677285575348398,0.6843390464782715,0.9038722826086957,0.9036876780596869,0.6843390464782715,0.9036876780596869
28,val,0.5973570772579738,0.6011082104274205,0.9415887850467289,0.9352867282046524,0.6011082104274205,0.9352867282046524
29,train,0.6727117960867675,0.6798391536526058,0.9046365489130435,0.904143650111022,0.6798391536526058,0.904143650111022
29,val,0.5970497216497149,0.6009165218898228,0.9427570093457944,0.9373965225617245,0.6009165218898228,0.9373965225617245
30,train,0.6608099730118461,0.6676607559556547,0.9090523097826086,0.9083231661178961,0.6676607559556547,0.9083231661178961
30,val,0.6089853644371033,0.6135448132242475,0.9334112149532711,0.9297361452053133,0.6135448132242475,0.9297361452053133
31,train,0.6553147616593734,0.6621718924978505,0.9143172554347826,0.9142187834887976,0.6621718924978505,0.9142187834887976
31,val,0.595855712890625,0.5999474610601153,0.9415887850467289,0.9360738536997021,0.5999474610601153,0.9360738536997021
32,train,0.6598579300486523,0.6671918384406877,0.9136379076086957,0.9132084267295874,0.6671918384406877,0.9132084267295874
32,val,0.6230383770806449,0.6286259719303676,0.9240654205607477,0.9143106172039399,0.6286259719303676,0.9143106172039399
33,train,0.6544126298116602,0.6616848240727964,0.9150815217391305,0.9146649975757165,0.6616848240727964,0.9146649975757165
33,val,0.5895957095282418,0.5936067019190107,0.9491822429906542,0.946099362511797,0.5936067019190107,0.946099362511797
34,train,0.6449916518252828,0.6519893213458683,0.9177989130434783,0.9167610221949454,0.6519893213458683,0.9167610221949454
34,val,0.5866016745567322,0.5905582479068211,0.9485981308411215,0.9434501432417417,0.5905582479068211,0.9434501432417417
35,train,0.6346774645473646,0.6413063238496366,0.9235733695652174,0.9233285479653299,0.6413063238496366,0.9233285479653299
35,val,0.5902603353772845,0.5945172650473458,0.9386682242990654,0.9347777777162422,0.5945172650473458,0.9347777777162422
36,train,0.6321830568106278,0.6388515013715496,0.9249320652173914,0.9240410201975455,0.6388515013715496,0.9240410201975455
36,val,0.5762672594615391,0.5798239622797284,0.9480140186915887,0.9432132236786104,0.5798239622797284,0.9432132236786104
37,train,0.6107116484123728,0.6162983075432156,0.9362262228260869,0.9364371924788903,0.6162983075432156,0.9364371924788903
37,val,0.5911424500601632,0.5956446869032723,0.9415887850467289,0.9362117391075435,0.5956446869032723,0.9362117391075435
38,train,0.6249171495437622,0.6314650087252908,0.9262058423913043,0.925930105957238,0.6314650087252908,0.925930105957238
38,val,0.6275319627353123,0.6342978222029549,0.9211448598130841,0.9190463567678506,0.6342978222029549,0.9190463567678506
39,train,0.6192129850387573,0.6255352898784305,0.9287533967391305,0.9286721393070826,0.6255352898784305,0.9286721393070826
39,val,0.5620473112378802,0.5649322441646031,0.9614485981308412,0.9581455637820846,0.5649322441646031,0.9581455637820846
40,train,0.6116393402866696,0.6176249436710192,0.9339334239130435,0.9339149661086392,0.6176249436710192,0.9339149661086392
40,val,0.5769235917500087,0.5807869519506182,0.9521028037383178,0.9489238984635477,0.5807869519506182,0.9489238984635477
41,train,0.6145905800487684,0.6208706135335176,0.9332540760869565,0.9329515592147373,0.6208706135335176,0.9329515592147373
41,val,0.545485964843205,0.547393296446119,0.9684579439252337,0.9652027867954103,0.547393296446119,0.9652027867954103
42,train,0.6087572185889535,0.6147652164749478,0.9354619565217391,0.935333185314431,0.6147652164749478,0.935333185314431
42,val,0.5643608314650399,0.5675199031829834,0.9561915887850467,0.9501549638457537,0.5675199031829834,0.9501549638457537
43,train,0.6140634404576343,0.6205255026402681,0.9307914402173914,0.9311958814645456,0.6205255026402681,0.9311958814645456
43,val,0.5548984663827079,0.5574714711734227,0.9620327102803738,0.9584388901362146,0.5574714711734227,0.9584388901362146
44,train,0.5898436398609824,0.5947786699170652,0.9468410326086957,0.9469320786371904,0.5947786699170652,0.9469320786371904
44,val,0.5682481016431536,0.5717512113707406,0.9579439252336449,0.9534148587055872,0.5717512113707406,0.9534148587055872
