epoch,split,total_loss,task_loss_pathmnist,pathmnist_accuracy,pathmnist_f1_macro,pathmnist_loss,avg_f1_macro
0,train,1.534904403903885,1.5355174426000002,0.5045962428774928,0.4919377328948013,1.5355174426000002,0.4919377328948013
0,val,1.2804345041513443,1.2813563168048858,0.6309476209516194,0.6266353263934547,1.2813563168048858,0.6266353263934547
1,train,1.3418873857568812,1.3436500475956843,0.5919916310541311,0.5830873222350917,1.3436500475956843,0.5830873222350917
1,val,1.1639800071716309,1.1659928917884828,0.6852259096361455,0.6650035550067307,1.1659928917884828,0.6650035550067307
2,train,1.2208686628912249,1.2238518400409621,0.6583311075498576,0.6525338162917351,1.2238518400409621,0.6525338162917351
2,val,1.051241734623909,1.05416379570961,0.7558976409436226,0.7513878401284981,1.05416379570961,0.7513878401284981
3,train,1.1138348893562273,1.1180552629663734,0.7152777777777778,0.7124512973077269,1.1180552629663734,0.7124512973077269
3,val,1.0136926740407943,1.0180929526686668,0.76609356257497,0.7689259500463324,1.0180929526686668,0.7689259500463324
4,train,1.0291503017444557,1.0347723648419067,0.7550302706552706,0.752431605186005,1.0347723648419067,0.752431605186005
4,val,0.880462558567524,0.8853588595986366,0.8336665333866453,0.832764555933363,0.8853588595986366,0.832764555933363
5,train,0.9390650858566632,0.9458162630045855,0.7959067841880342,0.7948654662468013,0.9458162630045855,0.7948654662468013
5,val,0.7829997926950455,0.7881016671657562,0.8697520991603359,0.866059265521216,0.7881016671657562,0.866059265521216
6,train,0.8749964057210504,0.882894459952656,0.8245748753561254,0.8232359461523516,0.882894459952656,0.8232359461523516
6,val,0.7596971377730369,0.7659441709518433,0.8771491403438625,0.8739620588408927,0.7659441709518433,0.8739620588408927
7,train,0.8221676293601338,0.8310292731662761,0.8485020477207977,0.84779319588658,0.8310292731662761,0.84779319588658
7,val,0.7875106379389762,0.7964305877685547,0.8594562175129948,0.8575314625787328,0.7964305877685547,0.8575314625787328
8,train,0.7969216388514918,0.8072767655054728,0.8573495370370371,0.8566324004195409,0.8072767655054728,0.8566324004195409
8,val,0.6649354383349418,0.6712009578943252,0.91953218712515,0.9193734559815765,0.6712009578943252,0.9193734559815765
9,train,0.7522759310200683,0.7631750081339453,0.8787059294871795,0.8780085063942598,0.7631750081339453,0.8780085063942598
9,val,0.6926696568727493,0.7018017873167992,0.9060375849660136,0.9064985028786966,0.7018017873167992,0.9064985028786966
10,train,0.7295740644137064,0.7417429510684435,0.8874643874643875,0.8872843612917111,0.7417429510684435,0.8872843612917111
10,val,0.6541064754128456,0.6627666279673576,0.9221311475409836,0.9204460951952603,0.6627666279673576,0.9204460951952603
11,train,0.7095728671109235,0.7229060094241063,0.8963341346153846,0.8957658335121805,0.7229060094241063,0.8957658335121805
