epoch,split,total_loss,task_loss_bloodmnist,bloodmnist_accuracy,bloodmnist_f1_macro,bloodmnist_loss,avg_f1_macro
12,train,0.48752529336058575,0.4875382586665776,0.9932914402173914,0.9932705950787283,0.4875382586665776,0.9932705950787283
12,val,0.49314311146736145,0.49315211176872253,0.9877336448598131,0.99054986711909,0.49315211176872253,0.99054986711909
13,train,0.48475360935148987,0.484780613494956,0.9950747282608695,0.9950744205866222,0.484780613494956,0.9950744205866222
13,val,0.4941310967717852,0.4941431667123522,0.9883177570093458,0.9896591147874105,0.4941431667123522,0.9896591147874105
14,train,0.4896673307470653,0.48969289790029114,0.9932065217391305,0.9932035097537506,0.48969289790029114,0.9932035097537506
14,val,0.5013714006968907,0.5013649123055595,0.9877336448598131,0.9886046898618197,0.5013649123055595,0.9886046898618197
15,train,0.4915766871493796,0.49160149952639703,0.9921875,0.992276415362251,0.49160149952639703,0.992276415362251
15,val,0.5128296954291207,0.5127800064427512,0.9807242990654206,0.9817913118030561,0.5127800064427512,0.9817913118030561
16,train,0.4857294676096543,0.48578213025694306,0.9943104619565217,0.9943288551151913,0.48578213025694306,0.9943288551151913
16,val,0.489638375384467,0.48967946427209036,0.9906542056074766,0.991921219116537,0.48967946427209036,0.991921219116537
17,train,0.48711033230242523,0.4871669599543447,0.9940557065217391,0.9941435171218542,0.4871669599543447,0.9941435171218542
17,val,0.4864538482257298,0.48651822975703646,0.991822429906542,0.9926825331600633,0.48651822975703646,0.9926825331600633
18,train,0.4842526770156363,0.4843351724355117,0.9951596467391305,0.9950967070403877,0.4843351724355117,0.9950967070403877
18,val,0.486731801714216,0.48680561780929565,0.9947429906542056,0.9951165633602844,0.48680561780929565,0.9951165633602844
19,train,0.48490510492221167,0.48499607845492987,0.9942255434782609,0.9943307474253358,0.48499607845492987,0.9943307474253358
19,val,0.48379715425627573,0.48390284180641174,0.9929906542056075,0.9944669688758069,0.48390284180641174,0.9944669688758069
20,train,0.48009559317775397,0.48023783836675726,0.9963485054347826,0.9963526872510104,0.48023783836675726,0.9963526872510104
20,val,0.4921383389404842,0.49218746594020296,0.9906542056074766,0.9919929313001237,0.49218746594020296,0.9919929313001237
21,train,0.48310704399710114,0.48324141813361127,0.9951596467391305,0.9952563129471215,0.48324141813361127,0.9952563129471215
21,val,0.4880706923348563,0.48816298161234173,0.9912383177570093,0.9923800558375051,0.48816298161234173,0.9923800558375051
22,train,0.47982246137183643,0.4800045529137487,0.9958389945652174,0.9958107218669153,0.4800045529137487,0.9958107218669153
22,val,0.5059638151100704,0.5058656462601253,0.9877336448598131,0.9887668128275836,0.5058656462601253,0.9887668128275836
23,train,0.4795255913682606,0.4797316971032516,0.9965183423913043,0.9964922431848995,0.4797316971032516,0.9964922431848995
23,val,0.5082819078649793,0.50814032128879,0.9842289719626168,0.9883107170019498,0.50814032128879,0.9883107170019498
24,train,0.4815162349006404,0.48171431798001996,0.9949048913043478,0.9949368276886819,0.48171431798001996,0.9949368276886819
24,val,0.4924055593354361,0.49246237533433096,0.9894859813084113,0.9909451113317707,0.49246237533433096,0.9909451113317707
25,train,0.47880998059459356,0.4790605092826097,0.9963485054347826,0.9963890766560717,0.4790605092826097,0.9963890766560717
25,val,0.4893537887505123,0.4894566535949707,0.991822429906542,0.9917995801853097,0.4894566535949707,0.9917995801853097
26,train,0.4789962846299876,0.4792618887579959,0.9966032608695652,0.9965597975005553,0.4792618887579959,0.9965597975005553
26,val,0.4856097527912685,0.4857769267899649,0.9929906542056075,0.9925526319604439,0.4857769267899649,0.9925526319604439
27,train,0.4821006688086883,0.4823295337998349,0.9952445652173914,0.9952486169426624,0.4823295337998349,0.9952486169426624
27,val,0.48828670382499695,0.48841366171836853,0.9924065420560748,0.9927382088197534,0.48841366171836853,0.9927382088197534
28,train,0.4752967752840208,0.47565730887910596,0.9976222826086957,0.9975764233962723,0.47565730887910596,0.9975764233962723
28,val,0.49134864125932964,0.49142247438430786,0.9912383177570093,0.9922674284621582,0.49142247438430786,0.9922674284621582
29,train,0.47896258856939233,0.47927427810171375,0.9966032608695652,0.9966316159562909,0.47927427810171375,0.9966316159562909
29,val,0.4982771618025644,0.4982118734291622,0.9871495327102804,0.9884698962076036,0.4982118734291622,0.9884698962076036
30,train,0.4800111800432205,0.4803137176710626,0.9962635869565217,0.9962853456357516,0.4803137176710626,0.9962853456357516
30,val,0.4891867978232248,0.4893027927194323,0.9906542056074766,0.9921269212510222,0.4893027927194323,0.9921269212510222
31,train,0.47600838865922845,0.47640731218068494,0.9977072010869565,0.9977098824799897,0.47640731218068494,0.9977098824799897
31,val,0.4998191339629037,0.49969981397901264,0.9883177570093458,0.9906317868310277,0.49969981397901264,0.9906317868310277
32,train,0.47751514678416046,0.4778959640990133,0.9971127717391305,0.9971240277096078,0.4778959640990133,0.9971240277096078
32,val,0.5047297562871661,0.5044827716691154,0.985981308411215,0.988342680615846,0.5044827716691154,0.988342680615846
33,train,0.47594810309617414,0.4763789170462152,0.9976222826086957,0.9976534725474231,0.4763789170462152,0.9976534725474231
33,val,0.48513164690562655,0.4853447249957493,0.9924065420560748,0.9935634806937147,0.4853447249957493,0.9935634806937147
34,train,0.47817480045816174,0.4785631700702336,0.9962635869565217,0.9962827587829357,0.4785631700702336,0.9962827587829357
34,val,0.487226345709392,0.48738808291299,0.9929906542056075,0.9928571886433288,0.48738808291299,0.9928571886433288
35,train,0.4755596855412359,0.47602572518846265,0.9977072010869565,0.9976470140445334,0.47602572518846265,0.9976470140445334
35,val,0.4881057952131544,0.4882436352116721,0.9912383177570093,0.9916921481135312,0.4882436352116721,0.9916921481135312
36,train,0.475794476011525,0.4762665214745895,0.9976222826086957,0.9976371739143901,0.4762665214745895,0.9976371739143901
36,val,0.49171268088477,0.49174815842083525,0.991822429906542,0.9928678315213468,0.49174815842083525,0.9928678315213468
37,train,0.47273666573607404,0.4733076704585034,0.9983016304347826,0.9982897625077265,0.4733076704585034,0.9982897625077265
37,val,0.4855511912277767,0.4857578831059592,0.991822429906542,0.9931809160848952,0.4857578831059592,0.9931809160848952
38,train,0.475595086812973,0.47609651736591174,0.9971127717391305,0.9971049622662347,0.47609651736591174,0.9971049622662347
38,val,0.49901552711214336,0.4988151022366115,0.9877336448598131,0.9894355601297613,0.4988151022366115,0.9894355601297613
