epoch,split,total_loss,task_loss_pathmnist,task_loss_dermamnist,task_loss_bloodmnist,task_loss_octmnist,pathmnist_accuracy,pathmnist_f1_macro,pathmnist_loss,dermamnist_accuracy,dermamnist_f1_macro,dermamnist_loss,bloodmnist_accuracy,bloodmnist_f1_macro,bloodmnist_loss,octmnist_accuracy,octmnist_f1_macro,octmnist_loss,avg_f1_macro
5,train,4.9293563632160495,1.4220404525844395,1.4248280442382206,0.9320222618562116,1.1754035682003787,0.5551116654324356,0.5452147323525864,1.4220404525844395,0.5175793735350522,0.5159398243234922,1.4248280442382206,0.7998609340595666,0.7981333831672356,0.9320222618562116,0.5022566585956416,0.499686202372064,1.1754035682003787,0.5897435355538446
5,val,1.1883134822482648,1.299624538421631,1.2921427488327026,0.7830488905310631,1.0821313248124234,0.6199520191923231,0.61243382587199,1.299624538421631,0.5543369890329013,0.39423524993536946,1.2921427488327026,0.8440420560747663,0.8276440289881586,0.7830488905310631,0.5537296898079763,0.5085367637734268,1.0821313248124234,0.5857124671422362
6,train,4.749222913391833,1.3672636185331322,1.366066122321278,0.8927229335231166,1.1549887863489299,0.582617630522867,0.5720685574147095,1.3672636185331322,0.5469049138481175,0.5443996573407422,1.366066122321278,0.8209858581155793,0.8190829123982002,0.8927229335231166,0.5148266822021555,0.5128638377446071,1.1549887863489299,0.6121037412245648
6,val,1.1345943031103716,1.2595981746912002,1.2005473971366882,0.730705238878727,1.0258655437203341,0.63984406237505,0.6295021552810378,1.2595981746912002,0.6061814556331007,0.40794859308738013,1.2005473971366882,0.8808411214953271,0.8678448237864064,0.730705238878727,0.609582717872969,0.5397272417260797,1.0258655437203341,0.611255703470226
7,train,4.591525038181996,1.3356098506054275,1.314748425193815,0.8529280347208823,1.1270876992724965,0.6010779067745862,0.5953182252822815,1.3356098506054275,0.5769894683760353,0.5746923127232152,1.314748425193815,0.8398759329262383,0.8383523772183714,0.8529280347208823,0.5362761302868255,0.5345365257552511,1.1270876992724965,0.6357248602447798
7,val,1.0844810559697773,1.1801674216985703,1.199833244085312,0.7330628708004951,0.9951377178347388,0.6865253898440624,0.6792844406294335,1.1801674216985703,0.634097706879362,0.4088239476977093,1.199833244085312,0.884929906542056,0.8710715237274343,0.7330628708004951,0.6644202363367799,0.5610505083480358,0.9951377178347388,0.6300576051006532
8,train,4.455530313640907,1.2976114672999228,1.2773288055773704,0.824322815050854,1.1022310122366874,0.6203923384063422,0.6153886939883719,1.2976114672999228,0.5944828667149938,0.591890302872068,1.2773288055773704,0.8524815022313236,0.8515811871283252,0.824322815050854,0.5544313103368221,0.5521450991947883,1.1022310122366874,0.6527513207958884
8,val,1.0858760430761005,1.1293005168437957,1.2660067975521088,0.6935146823525429,1.0515515734983045,0.7079168332666933,0.7029976404739342,1.1293005168437957,0.576271186440678,0.3978333988253187,1.2660067975521088,0.9088785046728972,0.8972764590402541,0.6935146823525429,0.5810561299852289,0.5358857649662425,1.0515515734983045,0.6334983158264373
9,train,4.326968347168442,1.2616019166876602,1.2376896618465631,0.7997680673971957,1.081146558889976,0.6378794356562634,0.6314653438910559,1.2616019166876602,0.616085154410477,0.6129085882994245,1.2376896618465631,0.8663271431614414,0.8651447677110687,0.7997680673971957,0.5695880265391143,0.5681662559699714,1.081146558889976,0.6694212389678802
9,val,1.0155026951561803,1.1252754479646683,1.1794019043445587,0.7056503146886826,0.9120103051496107,0.7087165133946421,0.7015437714975393,1.1252754479646683,0.6221335992023929,0.4299727405230059,1.1794019043445587,0.9036214953271028,0.8934349561427848,0.7056503146886826,0.6902695716395865,0.6043612151249703,0.9120103051496107,0.6573281708220751
10,train,4.212370961238965,1.2222351635951854,1.2025630070317177,0.7896399697654005,1.05907503975828,0.6578947368421053,0.6536162921336507,1.2222351635951854,0.6341860376057902,0.6326079004006624,1.2025630070317177,0.8716280330757761,0.8718782419433666,0.7896399697654005,0.5864649899357057,0.5852648847661033,1.05907503975828,0.6858418298109459
10,val,0.9930020525403644,1.082171194255352,1.1828941106796265,0.6827515661716461,0.9119102691495141,0.7308076769292283,0.7281717851262397,1.082171194255352,0.6420737786640079,0.4218336609253578,1.1828941106796265,0.9135514018691588,0.9038510044444097,0.6827515661716461,0.6875,0.6165756653542929,0.9119102691495141,0.667608028962575
11,train,4.093595339405921,1.1885386615917641,1.1726064110364276,0.765056768215028,1.036403740827854,0.6730615663284186,0.6699648194776834,1.1885386615917641,0.6472132666653796,0.643415262748615,1.1726064110364276,0.8825599381283836,0.8818075287122964,0.765056768215028,0.5997396743987256,0.5982329794178377,1.036403740827854,0.6983551475891081
11,val,0.9585158222395441,1.0492551162838937,1.150503695011139,0.6439525187015533,0.8819171190261841,0.743702518992403,0.7447253268625265,1.0492551162838937,0.6350947158524427,0.4715412527314963,1.150503695011139,0.9410046728971962,0.9331520420755643,0.6439525187015533,0.7163958641063516,0.6382149049809454,0.8819171190261841,0.696908381662633
12,train,3.9746865566551834,1.1529067278499934,1.1417127773720337,0.744225642373485,1.0123592152932737,0.6915506573859243,0.6889489921373739,1.1529067278499934,0.6650890109462039,0.6621444274771895,1.1417127773720337,0.891710014889873,0.8907762412698803,0.744225642373485,0.6145536354996994,0.6114200105778753,1.0123592152932737,0.7133224178655797
12,val,0.9541563786890196,1.037737788259983,1.1739960014820099,0.6574472859501839,0.8840744841930478,0.7416033586565374,0.7434192481251178,1.037737788259983,0.5952143569292123,0.4405949306057705,1.1739960014820099,0.9304906542056075,0.9241196645810301,0.6574472859501839,0.7223966026587888,0.6314285692073565,0.8840744841930478,0.6848906031298188
13,train,3.868668828649497,1.1213336528530784,1.1112389253919237,0.7253428313779476,0.9950155893862987,0.7064407174470068,0.70372324158711,1.1213336528530784,0.6813778256189451,0.678897706565638,1.1112389253919237,0.8992847254268574,0.8989281438924306,0.7253428313779476,0.6287100953264884,0.62782135529118,0.9950155893862987,0.7273426118340897
13,val,0.9511245955591616,1.0194900259375572,1.1101487576961517,0.62762401252985,0.9119624356890834,0.7556977209116353,0.7571898877525579,1.0194900259375572,0.6919242273180458,0.49969861697952506,1.1101487576961517,0.9415887850467289,0.9355327315538835,0.62762401252985,0.6644202363367799,0.622362137508244,0.9119624356890834,0.7036958434485525
14,train,3.7771222659435226,1.0969578987611435,1.0785271449213287,0.7131936183342567,0.9807665296287158,0.7191749072929543,0.7165350753325895,1.0969578987611435,0.6988421504034931,0.6958712471858436,1.0785271449213287,0.903337617322896,0.9033169813647677,0.7131936183342567,0.6371185265104808,0.6370131360938586,0.9807665296287158,0.7381841099942648
14,val,0.9431585805571597,0.9674800336360931,1.1345430612564087,0.6548894345760345,0.9416745263476705,0.7764894042383047,0.7753517236084587,0.9674800336360931,0.6480558325024925,0.4960605197418428,1.1345430612564087,0.9199766355140186,0.9117736900885001,0.6548894345760345,0.6477104874446086,0.6049292095450163,0.9416745263476705,0.6970287857459545
15,train,3.6604303769379043,1.057256837118944,1.049671405893993,0.6902532209977322,0.9612349234798706,0.738175872941726,0.7360528400403994,1.057256837118944,0.7119754231393461,0.7089672626050184,1.049671405893993,0.915243701070381,0.9144250392787092,0.6902532209977322,0.6506911551474142,0.6514182406016347,0.9612349234798706,0.7527158456314404
15,val,0.8563627607148626,0.914955161511898,1.144901603460312,0.647075816988945,0.7996207960816317,0.8087764894042383,0.8050107946504035,0.914955161511898,0.6550348953140578,0.5153485184771974,1.144901603460312,0.9205607476635514,0.9133440132167965,0.647075816988945,0.7542466765140325,0.6755056127013113,0.7996207960816317,0.7273022347614272
16,train,3.5593241500499526,1.0318165872588052,1.0213626906386677,0.671635610959666,0.9372405262650094,0.7497772612822002,0.7487679030559126,1.0318165872588052,0.7276128127191956,0.7259495084779198,1.0213626906386677,0.9222159719124008,0.9218525813938477,0.671635610959666,0.6666152154199386,0.6655879835069677,0.9372405262650094,0.765539494108662
16,val,0.8308386770279511,0.8861894696950913,1.1702101528644562,0.609162338078022,0.7775149220644042,0.8239704118352659,0.817976874438147,0.8861894696950913,0.6271186440677966,0.49083720913640366,1.1702101528644562,0.9404205607476636,0.9346820139901816,0.609162338078022,0.7794497784342689,0.6850853646681503,0.7775149220644042,0.7321453655582206
17,train,3.4588583908956636,1.002146227557961,0.9876531802543044,0.6574120820308146,0.9174496231984264,0.7656355271516295,0.7639897567812075,1.002146227557961,0.7443505294860585,0.7428769874221669,0.9876531802543044,0.9269107507040886,0.9267582752396522,0.6574120820308146,0.6809883935688318,0.681789054446298,0.9174496231984264,0.7788535184723312
17,val,0.8213254913039829,0.8822032243013382,1.176676869392395,0.6293873637914658,0.7592539094215216,0.8260695721711315,0.8239154545488943,0.8822032243013382,0.6151545363908275,0.5228183378622603,1.176676869392395,0.9316588785046729,0.9245121343464474,0.6293873637914658,0.7858197932053176,0.6982058622065963,0.7592539094215216,0.7423629472410496
18,train,3.3791865521565856,0.9790462233292554,0.9632963904967675,0.6474846716110523,0.8982887437414591,0.7743325054330953,0.7733200855451113,0.9790462233292554,0.7545829022118969,0.752651217437695,0.9632963904967675,0.9313910862434883,0.9312552794027521,0.6474846716110523,0.6914217249309139,0.6914187017906426,0.8982887437414591,0.7871613210440502
18,val,0.8204890360002932,0.8565319612622261,1.2078444063663483,0.577158235013485,0.7923976182937622,0.8401639344262295,0.8380732241874348,0.8565319612622261,0.6111665004985045,0.4968026908593294,1.2078444063663483,0.9608644859813084,0.9569169044624604,0.577158235013485,0.7570162481536189,0.696265910022774,0.7923976182937622,0.7470146823829996
19,train,3.304231430697382,0.9591380061198109,0.94062390982661,0.6351900049681699,0.8805507974648298,0.7871030022202915,0.7861973469899376,0.9591380061198109,0.7681482919254659,0.7669757846599362,0.94062390982661,0.9366343962444241,0.936440292353123,0.6351900049681699,0.702054794520548,0.7025893574069138,0.8805507974648298,0.7980506953524775
19,val,0.8083319424287133,0.8700220376253128,1.1625880002975464,0.5798357725143433,0.7592879145644432,0.8310675729708117,0.8306896043961947,0.8700220376253128,0.6679960119641076,0.5069212145561464,1.1625880002975464,0.9480140186915887,0.9432141077648375,0.5798357725143433,0.7826809453471196,0.7087553870096609,0.7592879145644432,0.7473950784317098
20,train,3.2297493586173425,0.9386754979566664,0.9140756769896146,0.6225292344690848,0.8670229649277538,0.7963903098156548,0.7955010694168226,0.9386754979566664,0.7823774866569626,0.7805146119085326,0.9140756769896146,0.9406302921768244,0.9405793058474675,0.6225292344690848,0.7123738694245928,0.7119017447132319,0.8670229649277538,0.8071241829715137
20,val,0.819167061344437,0.8354262769222259,0.9850184321403503,0.5595989711582661,0.841418628082719,0.8444622151139545,0.845623111791526,0.8354262769222259,0.7288135593220338,0.5609359914642943,0.9850184321403503,0.9620327102803738,0.9598137607800415,0.5595989711582661,0.7070716395864106,0.6627161729826103,0.841418628082719,0.7572722592546182
21,train,3.1652170523224634,0.9184886127636391,0.8955074274362465,0.6138870028349069,0.8508075097802259,0.8058126476397011,0.8045327214421245,0.9184886127636391,0.7897524781397885,0.7878296922494389,0.8955074274362465,0.9432954917795809,0.942934220097118,0.6138870028349069,0.7250184616580512,0.7247663257066815,0.8508075097802259,0.8150157398738407
21,val,0.78775320428869,0.8084580689668656,1.0464763939380646,0.563160128891468,0.78950283139251,0.8618552578968413,0.8605335280438082,0.8084580689668656,0.7088733798604188,0.5860917698303536,1.0464763939380646,0.959696261682243,0.9561779678584137,0.563160128891468,0.7578471196454948,0.6942725173623003,0.78950283139251,0.774268945773719
22,train,3.0948411607860633,0.8984185347042368,0.869905885928322,0.6078816985078248,0.83135354873856,0.8135946947532671,0.8127400292398544,0.8984185347042368,0.8073864845518389,0.8056473524418444,0.869905885928322,0.9472309805211134,0.947069141937082,0.6078816985078248,0.7339783281733746,0.734554299146903,0.83135354873856,0.825002705691421
22,val,0.7931186660476353,0.8370220199227333,1.1302136778831482,0.5523520559072495,0.7735815159110135,0.843562574970012,0.8409945471424174,0.8370220199227333,0.6560319042871385,0.5707242535215705,1.1302136778831482,0.9684579439252337,0.9682774319866788,0.5523520559072495,0.7619091580502215,0.7048229918786583,0.7735815159110135,0.7712048061323313
23,train,3.046775399603264,0.8904810643225687,0.8481817174490273,0.6014216781845756,0.8201763804438097,0.8200190435475408,0.8196082725529734,0.8904810643225687,0.8164319430472801,0.8145354453836161,0.8481817174490273,0.9486145997624472,0.948810191414068,0.6014216781845756,0.7426002392621465,0.7421184600221529,0.8201763804438097,0.8312680923432026
23,val,0.7484199009511782,0.7860381826758385,1.0798152387142181,0.5534886345267296,0.7212318168130032,0.8712514994002399,0.8715660406402674,0.7860381826758385,0.6819541375872383,0.5644098531537323,1.0798152387142181,0.9637850467289719,0.9611902920443017,0.5534886345267296,0.8041912850812407,0.7388444984988106,0.7212318168130032,0.784002671084278
24,train,2.9856952292747594,0.8671774998048399,0.832500078542061,0.5910938434654075,0.8068095068481956,0.832469140579654,0.832171253769584,0.8671774998048399,0.8245315161839863,0.8236922444850064,0.832500078542061,0.9532793553635764,0.9532735176342468,0.5910938434654075,0.7497079894097493,0.748732703265135,0.8068095068481956,0.8394674297884931
24,val,0.7494356612796369,0.7871223986148834,1.0658505260944366,0.5395456664264202,0.7294542734013048,0.8713514594162335,0.8713577586949819,0.7871223986148834,0.6999002991026919,0.5915412214211384,1.0658505260944366,0.967873831775701,0.9654574191640908,0.5395456664264202,0.8180391432791728,0.7304632669940785,0.7294542734013048,0.7897049165685723
25,train,2.950433693511906,0.8593016819238071,0.8181194007100894,0.5889856483297372,0.796669068540592,0.8348749903243285,0.8351640545071597,0.8593016819238071,0.8311428626895226,0.829755185858036,0.8181194007100894,0.9538625157111089,0.953536162208652,0.5889856483297372,0.7582921802698604,0.7572633694879323,0.796669068540592,0.843929693015445
25,val,0.6999465434447579,0.7459451973438262,0.9909909963607788,0.542006503790617,0.6560043151988539,0.8869452219112355,0.8865218201728695,0.7459451973438262,0.7248255234297108,0.5917219952956828,0.9909909963607788,0.967873831775701,0.9658647572576766,0.542006503790617,0.8463810930576071,0.7720588677667903,0.6560043151988539,0.8040418601232548
26,train,2.8927331884800647,0.8391322128234371,0.7935467809808461,0.584352132996022,0.7852839343157358,0.8458301824598142,0.8456456480983991,0.8391322128234371,0.8457876458422757,0.8447628466222172,0.7935467809808461,0.9556315972624986,0.9554366602714272,0.584352132996022,0.763628990209142,0.7630439745811212,0.7852839343157358,0.8522222823932912
26,val,0.7114057761171589,0.7406630635261535,1.065110832452774,0.5392338447272778,0.6846448404844417,0.8910435825669732,0.8919132170766844,0.7406630635261535,0.7018943170488534,0.5998530500836518,1.065110832452774,0.9655373831775701,0.9630176902103541,0.5392338447272778,0.8389955686853766,0.7647765969263323,0.6846448404844417,0.8048901385742556
27,train,2.8535954984778504,0.8273849511708574,0.7814146403047643,0.5786099132178143,0.7745079656244803,0.8479101490391154,0.8468873902573377,0.8273849511708574,0.8514284605232513,0.8504967497950683,0.7814146403047643,0.9570641418648869,0.9569867646280006,0.5786099132178143,0.7700310768815025,0.7694778222435161,0.7745079656244803,0.8559621817309807
27,val,0.7055103422506995,0.753205232322216,1.0436756312847137,0.5543322302401066,0.6594272796497789,0.8884446221511395,0.8867541332636217,0.753205232322216,0.7028913260219342,0.6346401472041753,1.0436756312847137,0.9608644859813084,0.959921955033758,0.5543322302401066,0.8385339734121122,0.7681678607056914,0.6594272796497789,0.8123710240518116
28,train,2.8271187091287846,0.818857423203163,0.7727801835270732,0.5732224577709699,0.7707857827542733,0.851798784029741,0.8519192888588206,0.818857423203163,0.8552470989364381,0.854780171318313,0.7727801835270732,0.959709753760097,0.9596496945974524,0.5732224577709699,0.7744022178583805,0.7741972316697181,0.7707857827542733,0.8601365966110761
28,val,0.685603014152983,0.7283209040760994,1.0299028158187866,0.5637817308306694,0.6342652287594107,0.8959416233506597,0.8958290365563621,0.7283209040760994,0.707876370887338,0.5819517816568794,1.0299028158187866,0.9567757009345794,0.9549706500150881,0.5637817308306694,0.8626292466765141,0.7932540430276427,0.6342652287594107,0.8065013778139931
29,train,2.781744858171449,0.8031179382842468,0.7528274914910716,0.5693849947848924,0.7614696436277394,0.8611656334415143,0.8609425939154155,0.8031179382842468,0.8657425434156218,0.8648057680819211,0.7528274914910716,0.9608899971228542,0.9609614463239247,0.5693849947848924,0.7780653950953679,0.7786387963931617,0.7614696436277394,0.8663371511786057
29,val,0.6794704192358515,0.7137036502361298,1.0461303889751434,0.5331675335764885,0.638345692046853,0.9036385445821671,0.9031524268401367,0.7137036502361298,0.7048853439680958,0.5931599238741615,1.0461303889751434,0.9690420560747663,0.9681270349757112,0.5331675335764885,0.8617060561299852,0.7915715355038949,0.638345692046853,0.814002730298476
30,train,2.7517105592391626,0.7986580349375533,0.7418308984257151,0.5620234042923741,0.7528058332633736,0.8636310656979681,0.8640598197977624,0.7986580349375533,0.8712154749302281,0.8705298828035557,0.7418308984257151,0.9637302681397201,0.9636829103593287,0.5620234042923741,0.7838132295719844,0.7830637924394707,0.7528058332633736,0.8703341013500294
30,val,0.6930459180603856,0.7115805223584175,1.0484230816364288,0.5371221080422401,0.6749392248863397,0.9044382247101159,0.9042129142614905,0.7115805223584175,0.6849451645064806,0.5854039587704302,1.0484230816364288,0.9632009345794392,0.9606953430123197,0.5371221080422401,0.8257939438700148,0.7682504795119847,0.6749392248863397,0.8046406738890564
31,train,2.7243578496109464,0.7872392453123854,0.7328054823591454,0.5632803619795342,0.74282660170761,0.8669384729429207,0.8663903672895384,0.7872392453123854,0.8759203076387949,0.875085342644874,0.7328054823591454,0.9624418604651163,0.9623346766695178,0.5632803619795342,0.7886708554857419,0.7885458496605543,0.74282660170761,0.8730890590661211
31,val,0.6808381346256837,0.7007530689239502,1.0732111483812332,0.5294773131608963,0.6546447304792182,0.9082367053178728,0.9065130276732454,0.7007530689239502,0.6759720837487537,0.5904680311296996,1.0732111483812332,0.9707943925233645,0.9681818763547649,0.5294773131608963,0.8432422451994092,0.7809231904964079,0.6546447304792182,0.8115215314135295
32,train,2.686927996853149,0.775040251149729,0.7165562285678854,0.5563422034751097,0.7370343603212248,0.8737320065694136,0.8740294267509445,0.775040251149729,0.8837603507062834,0.8824439499192981,0.7165562285678854,0.9661571840917456,0.9661161845907615,0.5563422034751097,0.7932410186888739,0.792917092693825,0.7370343603212248,0.8788766634887073
32,val,0.6466686466465825,0.7061485782265663,0.9703415632247925,0.5268306657671928,0.5736395813697992,0.9085365853658537,0.9085739920890705,0.7061485782265663,0.7258225324027916,0.6108762160933995,0.9703415632247925,0.9713785046728972,0.9709924261667169,0.5268306657671928,0.8945716395864106,0.8209265889485495,0.5736395813697992,0.8278423058244341
33,train,2.663961284805468,0.7661772516761761,0.7080963792339448,0.5532296115056456,0.7327738054484942,0.8777093093326594,0.8776276132910951,0.7661772516761761,0.8880986432685246,0.8882226141455413,0.7080963792339448,0.9668473809430945,0.9668005072368276,0.5532296115056456,0.7954619937154204,0.7956463820305731,0.7327738054484942,0.8820742791760092
33,val,0.6569462055745332,0.6892433941364289,0.9551462233066559,0.5256513208150864,0.6180683707081994,0.9128348660535786,0.9118630346891974,0.6892433941364289,0.7537387836490529,0.637294909633898,0.9551462233066559,0.9719626168224299,0.9703585105487607,0.5256513208150864,0.865675775480059,0.7975294335440709,0.6180683707081994,0.8292614721039817
34,train,2.628556172250222,0.756368537472732,0.6940520367314739,0.5500260161480892,0.7197478208737101,0.8831757519162678,0.8833617135868386,0.756368537472732,0.8954531334938262,0.8945729821090972,0.6940520367314739,0.9683746919927825,0.9683676370887082,0.5500260161480892,0.8022549869904597,0.8020335065686282,0.7197478208737101,0.887083959838318
34,val,0.6530705444190813,0.6886322349309921,0.9939508140087128,0.5250847451388836,0.6058429909306903,0.911735305877649,0.9099962391171351,0.6886322349309921,0.748753738783649,0.642215373445348,0.9939508140087128,0.9725467289719626,0.9716304163617744,0.5250847451388836,0.8733382570162481,0.8073573086541116,0.6058429909306903,0.8327998343945924
35,train,2.6168490355423013,0.7503052594200257,0.6844261878033726,0.5512297241474795,0.7219679665476749,0.8861821784486276,0.8858468252674667,0.7503052594200257,0.8993358762367611,0.8988402699069696,0.6844261878033726,0.9672153448510407,0.9670024481455153,0.5512297241474795,0.8023379383634431,0.8019227886315323,0.7219679665476749,0.888403082987871
35,val,0.6457705931819003,0.6777361929416656,1.0302392840385437,0.5269956886768341,0.5938396398411241,0.9180327868852459,0.9172249398881589,0.6777361929416656,0.7128614157527418,0.6068332536904898,1.0302392840385437,0.9707943925233645,0.9693412941793406,0.5269956886768341,0.8869091580502215,0.8242335686779922,0.5938396398411241,0.8294082641089954
36,train,2.5844511536155683,0.7406376343654936,0.675912791313072,0.5452217581328328,0.7090713792196278,0.8895759032408125,0.890161698176495,0.7406376343654936,0.9046283581223526,0.9041137417503139,0.675912791313072,0.9700789529563925,0.9699950545586546,0.5452217581328328,0.8094187907412468,0.8092876687446119,0.7090713792196278,0.893389540807519
36,val,0.6479628397070843,0.6947515323758126,0.9666387736797333,0.5209484472870827,0.5914164254831713,0.9105357856857257,0.912824362821059,0.6947515323758126,0.7437686939182453,0.6354453842006192,0.9666387736797333,0.9766355140186916,0.9749037991385172,0.5209484472870827,0.8822008862629247,0.8158701500988342,0.5914164254831713,0.8347609240647573
37,train,2.560738044104564,0.7333090439179991,0.6659266107135612,0.5435193399563617,0.7007682300530947,0.8929068688118812,0.8921066740357251,0.7333090439179991,0.9105957078240785,0.9103215527153823,0.6659266107135612,0.9713812262403743,0.9713684262705289,0.5435193399563617,0.8152178144586756,0.8144095997754714,0.7007682300530947,0.8970515631992769
37,val,0.628668218203213,0.6621592894196511,1.0280731767416,0.518023282289505,0.5663260914558588,0.9273290683726509,0.9273599866714893,0.6621592894196511,0.7038883349950149,0.5974331481770917,1.0280731767416,0.9760514018691588,0.9748233202111423,0.518023282289505,0.8959564254062038,0.8308366707058049,0.5663260914558588,0.832613281441382
38,train,2.5415047655626206,0.7261049134411823,0.657884173742299,0.5406800360227045,0.6968375378595688,0.8955600403632694,0.895480602490474,0.7261049134411823,0.9131706372264188,0.9125479155570991,0.657884173742299,0.9713310315397448,0.9711201624937236,0.5406800360227045,0.8161371561410307,0.8163788943787367,0.6968375378595688,0.8988818937300083
38,val,0.6338487779316695,0.6666847541928291,0.9919751286506653,0.5121551379561424,0.5805398988169294,0.9229308276689324,0.923328337093522,0.6666847541928291,0.7377866400797607,0.6258926559251095,0.9919751286506653,0.9807242990654206,0.9803272614254128,0.5121551379561424,0.8878323485967504,0.8267070284795848,0.5805398988169294,0.8390638207309072
39,train,2.520688559222162,0.7185368696158341,0.6506472542771039,0.5362238332296424,0.6920303022743158,0.8988160766363443,0.8986358570111178,0.7185368696158341,0.9151029260829993,0.9150055812989917,0.6506472542771039,0.973368247502667,0.9733613776942125,0.5362238332296424,0.8182809305947629,0.817662018830587,0.6920303022743158,0.9011662087087273
39,val,0.6403947841861973,0.6622873842716217,1.0138991475105286,0.5129315555095673,0.5999269568642904,0.9245301879248301,0.9249132013457919,0.6622873842716217,0.7228315054835494,0.6121738719527878,1.0138991475105286,0.9772196261682243,0.9770822609275067,0.5129315555095673,0.8758308714918759,0.815694045223468,0.5999269568642904,0.8324658448623887
40,train,2.5021284641166477,0.7182072088972806,0.6389545293215191,0.535576873988135,0.682782788763271,0.8995035530030177,0.8997311327836996,0.7182072088972806,0.9228394462458498,0.9220112321632639,0.6389545293215191,0.9739936767427514,0.9740232587310955,0.535576873988135,0.8239398402976975,0.824022508518865,0.682782788763271,0.904947033049231
40,val,0.6520153847725495,0.6685143515467644,0.977624848484993,0.5127243362367153,0.6287130935247555,0.9213314674130347,0.9212838820819188,0.6685143515467644,0.752741774675972,0.6369856643074095,0.977624848484993,0.9783878504672897,0.9790830424032604,0.5127243362367153,0.859582717872969,0.7984632839092575,0.6287130935247555,0.8339539681754615
41,train,2.488149413695702,0.7092739349559283,0.6359852038453294,0.5340327228195318,0.6797774340911183,0.9032295561539803,0.9034951055090666,0.7092739349559283,0.9237139857692757,0.9233767248246315,0.6359852038453294,0.9746097167408675,0.9743796442509824,0.5340327228195318,0.8262672633284469,0.8255834068611916,0.6797774340911183,0.9067087203614681
