epoch,split,total_loss,task_loss_octmnist,octmnist_accuracy,octmnist_f1_macro,octmnist_loss,avg_f1_macro
0,train,1.3099773203071794,1.310568789745632,0.38498149671052634,0.3826819955818853,1.310568789745632,0.3826819955818853
0,val,1.1617166358371114,1.162673689598261,0.5249261447562777,0.47003866476046247,1.162673689598261,0.47003866476046247
1,train,1.1907333640675797,1.1926428252144863,0.48875411184210527,0.48543818455367027,1.1926428252144863,0.48543818455367027
1,val,1.109737662381904,1.1123511624890705,0.530096011816839,0.4894445846986468,1.1123511624890705,0.4894445846986468
2,train,1.116117235077055,1.1200069371022676,0.5379934210526316,0.5362761539636821,1.1200069371022676,0.5362761539636821
2,val,0.9899215462595917,0.9940990985826005,0.6225997045790251,0.5635952972737618,0.9940990985826005,0.5635952972737618
3,train,1.057805163138791,1.0640904321482307,0.5772820723684211,0.5749778244286202,1.0640904321482307,0.5749778244286202
3,val,0.9403322006380835,0.9465458240619925,0.7039327917282127,0.578781708815904,0.9465458240619925,0.578781708815904
4,train,1.0079552917104018,1.0168856863912783,0.6089226973684211,0.6071936880372116,1.0168856863912783,0.6071936880372116
4,val,0.8414572075355885,0.8487010168474775,0.7407680945347119,0.6441580343531612,0.8487010168474775,0.6441580343531612
5,train,0.9603027262185749,0.9720273852348328,0.6410567434210527,0.6394232406723304,0.9720273852348328,0.6394232406723304
5,val,0.8248514020165731,0.8344428788783939,0.7545236336779911,0.6695313627822901,0.8344428788783939,0.6695313627822901
6,train,0.9118310227205879,0.9260252896108125,0.6712787828947369,0.6704117318594751,0.9260252896108125,0.6704117318594751
6,val,0.6931811044382494,0.7005801131558973,0.8244091580502215,0.720501398890954,0.7005801131558973,0.720501398890954
7,train,0.8540989119755594,0.8697115692653155,0.7142680921052632,0.7129053846372307,0.8697115692653155,0.7129053846372307
7,val,0.7627637122952661,0.7755115808442582,0.7836964549483013,0.7114138753708397,0.7755115808442582,0.7114138753708397
8,train,0.8108049190358112,0.8276169747114182,0.740625,0.7393282934511194,0.8276169747114182,0.7393282934511194
8,val,0.6847046267154605,0.6952973687371542,0.8249630723781388,0.7547963247342134,0.6952973687371542,0.7547963247342134
9,train,0.7787347801421818,0.7967767861328627,0.759046052631579,0.7581521457237683,0.7967767861328627,0.7581521457237683
9,val,0.6211922141008599,0.6289551355117975,0.8720457902511078,0.7970134223183112,0.6289551355117975,0.7970134223183112
10,train,0.7440201141332325,0.7624459875257392,0.7787109375,0.7780132286768433,0.7624459875257392,0.7780132286768433
10,val,0.6153585425643033,0.6237269792445871,0.8596750369276218,0.7866670820331554,0.6237269792445871,0.7866670820331554
11,train,0.7201181052546752,0.7391037702560425,0.7939350328947369,0.7932881569500787,0.7391037702560425,0.7932881569500787
11,val,0.6794668948927591,0.6955339146214862,0.8173005908419497,0.7645926787461403,0.6955339146214862,0.7645926787461403
12,train,0.694861638075427,0.7136339145271402,0.8099403782894737,0.8092816770517909,0.7136339145271402,0.8092816770517909
