epoch,split,total_loss,task_loss_dermamnist,dermamnist_accuracy,dermamnist_f1_macro,dermamnist_loss,avg_f1_macro
0,train,1.8732521931330364,1.873322226383068,0.2718460648148148,0.2668776223158958,1.873322226383068,0.2668776223158958
0,val,1.6006501615047455,1.6007716059684753,0.44666001994017945,0.2557358144832092,1.6007716059684753,0.2557358144832092
1,train,1.7674591099774395,1.7677322140446416,0.33058449074074076,0.3264190918663332,1.7677322140446416,0.3264190918663332
1,val,1.3735556900501251,1.3738429546356201,0.5503489531405783,0.29927311285713204,1.3738429546356201,0.29927311285713204
2,train,1.68229490297812,1.6828592574154888,0.37427662037037035,0.3711271340455449,1.6828592574154888,0.3711271340455449
2,val,1.5144591331481934,1.5151095688343048,0.47357926221335994,0.31939042682769964,1.5151095688343048,0.31939042682769964
3,train,1.6355384367483634,1.6364851660198636,0.4006076388888889,0.3926476163295087,1.6364851660198636,0.3926476163295087
3,val,1.438291311264038,1.4392619729042053,0.5084745762711864,0.32449709034386043,1.4392619729042053,0.32449709034386043
4,train,1.6084972487555609,1.609884875792044,0.4113136574074074,0.4065826301292252,1.609884875792044,0.4065826301292252
4,val,1.2795664370059967,1.2807309329509735,0.5672981056829511,0.34493417697358064,1.2807309329509735,0.34493417697358064
5,train,1.5840830935372248,1.585993281117192,0.42896412037037035,0.42371291288731106,1.585993281117192,0.42371291288731106
5,val,1.4003931283950806,1.402239739894867,0.5064805583250249,0.3270292730509273,1.402239739894867,0.3270292730509273
6,train,1.5803708809393424,1.5829548570844862,0.4292534722222222,0.4224820731955967,1.5829548570844862,0.4224820731955967
6,val,1.4536724388599396,1.4563214778900146,0.4835493519441675,0.30650289362558863,1.4563214778900146,0.30650289362558863
7,train,1.5385528140597873,1.5418794684939914,0.4469039351851852,0.44520462481953105,1.5418794684939914,0.44520462481953105
7,val,1.327293872833252,1.3303095996379852,0.559322033898305,0.36442445401340856,1.3303095996379852,0.36442445401340856
8,train,1.535760177506341,1.540006156320925,0.46122685185185186,0.4608470540246094,1.540006156320925,0.4608470540246094
8,val,1.315644532442093,1.3193528354167938,0.5862412761714856,0.3516143997354953,1.3193528354167938,0.3516143997354953
9,train,1.5110125188474302,1.5160370932685003,0.46513310185185186,0.4628996527591439,1.5160370932685003,0.4628996527591439
9,val,1.4977526664733887,1.503161609172821,0.4835493519441675,0.31268811125176377,1.503161609172821,0.31268811125176377
10,train,1.4897432018209387,1.495613106974849,0.4710648148148148,0.4683877429716291,1.495613106974849,0.4683877429716291
10,val,1.397247701883316,1.4030787646770477,0.5134596211365903,0.3555412079010333,1.4030787646770477,0.3555412079010333
11,train,1.4740755867075037,1.4809513489405315,0.49146412037037035,0.4887773699355056,1.4809513489405315,0.4887773699355056
11,val,1.3444929420948029,1.3509580194950104,0.518444666001994,0.3161742482576883,1.3509580194950104,0.3161742482576883
12,train,1.4500856664445665,1.4579479826821222,0.49754050925925924,0.49457290724032343,1.4579479826821222,0.49457290724032343
12,val,1.2744624018669128,1.2813850343227386,0.5493519441674976,0.3801369057377669,1.2813850343227386,0.3801369057377669
13,train,1.4315935329154685,1.4405410687128704,0.4978298611111111,0.4964410372422989,1.4405410687128704,0.4964410372422989
13,val,1.33196422457695,1.340538501739502,0.5672981056829511,0.359899621553273,1.340538501739502,0.359899621553273
14,train,1.4351609062265467,1.445425890110157,0.4966724537037037,0.4945173711642196,1.445425890110157,0.4945173711642196
14,val,1.2617945075035095,1.2707147002220154,0.609172482552343,0.3749602031597183,1.2707147002220154,0.3749602031597183
15,train,1.395809328114545,1.40699009542112,0.5221354166666666,0.5199506410460056,1.40699009542112,0.5199506410460056
15,val,1.3180956840515137,1.328983098268509,0.5533399800598205,0.37027647847446366,1.328983098268509,0.37027647847446366
16,train,1.3905721108118694,1.4031400194874517,0.5232928240740741,0.522065102239412,1.4031400194874517,0.522065102239412
16,val,1.3141559660434723,1.326303780078888,0.5742771684945165,0.38131697988529517,1.326303780078888,0.38131697988529517
17,train,1.380837497887788,1.3945922056833904,0.5357349537037037,0.5326645613859717,1.3945922056833904,0.5326645613859717
17,val,1.3123397827148438,1.325600653886795,0.5174476570289133,0.35290743300602273,1.325600653886795,0.35290743300602273
18,train,1.3379379157666806,1.352195973749514,0.5557002314814815,0.5526370806980269,1.352195973749514,0.5526370806980269
18,val,1.21892449259758,1.2316592037677765,0.6051844466600199,0.39001268757129104,1.2316592037677765,0.39001268757129104
19,train,1.3222562118812844,1.3373995710302282,0.5617766203703703,0.5588997848516494,1.3373995710302282,0.5588997848516494
